|TABLE_NAME                         |COLUMN_ID|COLUMN_NAME                           |DATA_TYPE      |DATA_LENGTH|DATA_PRECISION|DATA_SCALE|NULLABLE|DATA_DEFAULT                         |
|LOGMNR_AGE_SPILL$                  |2        |XIDUSN                                |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_AGE_SPILL$                  |3        |XIDSLT                                |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_AGE_SPILL$                  |4        |XIDSQN                                |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_AGE_SPILL$                  |5        |CHUNK                                 |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_AGE_SPILL$                  |6        |SEQUENCE#                             |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_AGE_SPILL$                  |7        |OFFSET                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_AGE_SPILL$                  |8        |SPILL_DATA                            |BLOB           |4.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNR_AGE_SPILL$                  |9        |SPARE1                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_AGE_SPILL$                  |10       |SPARE2                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_AGE_SPILL$                  |11       |PDBID                                 |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_ATTRCOL$                    |1        |INTCOL#                               |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ATTRCOL$                    |2        |NAME                                  |VARCHAR2       |4.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ATTRCOL$                    |3        |OBJ#                                  |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_ATTRCOL$                    |4        |LOGMNR_UID                            |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_ATTRCOL$                    |5        |LOGMNR_FLAGS                          |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_ATTRIBUTE$                  |1        |VERSION#                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ATTRIBUTE$                  |2        |NAME                                  |VARCHAR2       |384        |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ATTRIBUTE$                  |3        |ATTRIBUTE#                            |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ATTRIBUTE$                  |4        |ATTR_TOID                             |RAW            |16         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ATTRIBUTE$                  |5        |ATTR_VERSION#                         |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ATTRIBUTE$                  |6        |SYNOBJ#                               |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ATTRIBUTE$                  |7        |PROPERTIES                            |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ATTRIBUTE$                  |8        |CHARSETID                             |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ATTRIBUTE$                  |9        |CHARSETFORM                           |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ATTRIBUTE$                  |10       |LENGTH                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ATTRIBUTE$                  |11       |PRECISION#                            |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ATTRIBUTE$                  |12       |SCALE                                 |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
